0 37 38 39 40 41 42 43 44 45 26 47 48 49 1 2 24 4 5 30 31 32 33 34 6 7 20 9 10 11 12 13 14 15 16 17 18 19 8 21 22 23 3 25 46 27 28 29 35 36 0
0 16 17 18 19 20 21 22 23 24 9 26 27 28 29 40 31 32 33 34 35 36 37 38 39 41 42 43 44 45 47 48 49 1 2 4 5 30 46 3 12 6 7 8 25 10 11 13 14 15 0
0 18 19 20 21 22 23 24 9 6 34 30 5 4 2 1 49 48 47 45 44 43 42 41 39 38 37 26 27 28 29 40 31 32 33 35 36 46 3 12 7 8 25 10 11 13 14 15 16 17 0
0 18 19 20 21 22 23 24 9 6 34 30 5 4 2 1 49 48 47 45 44 43 42 37 38 39 31 41 25 46 32 7 8 27 28 29 33 35 36 10 11 12 13 14 15 16 17 26 40 3 0
0 18 19 20 21 22 23 24 9 6 34 30 5 4 2 1 49 48 47 45 44 43 42 37 38 39 31 41 25 46 32 7 8 27 28 29 33 35 36 10 11 12 13 14 15 16 17 26 40 3 0
0 37 38 39 31 41 42 43 8 44 45 47 48 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 4 2 27 28 29 33 35 36 10 11 12 13 14 15 40 26 16 17 3 0
0 42 43 8 44 45 47 48 37 38 39 41 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 4 2 27 31 28 29 33 35 36 10 11 12 13 14 15 40 26 16 3 17 0
0 31 28 33 29 35 36 10 11 12 13 14 15 40 26 16 3 17 42 43 8 44 45 47 48 37 38 39 41 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 4 2 27 0
0 37 38 39 31 41 28 33 29 35 42 43 8 44 45 47 48 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 4 2 27 36 10 11 3 12 13 14 15 16 17 40 26 0
0 37 38 39 31 41 28 33 29 35 42 43 8 44 45 47 48 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 2 4 27 36 10 11 12 13 14 15 40 26 16 17 3 0
0 39 38 37 31 41 28 33 29 35 42 43 8 44 45 47 48 25 46 49 1 32 5 6 7 18 19 20 21 22 23 24 9 34 30 2 4 27 36 10 11 12 13 14 15 40 26 16 17 3 0
0 42 43 5 32 1 49 46 25 41 39 38 37 48 47 22 44 31 28 33 29 35 8 45 19 18 6 7 20 21 23 24 9 34 30 4 2 27 36 10 11 12 13 14 15 40 26 16 3 17 0
0 42 43 5 32 1 49 46 25 41 39 38 37 48 22 44 31 47 28 33 29 35 8 45 6 7 18 19 20 21 23 24 9 34 30 2 4 27 36 10 11 12 13 14 15 40 26 16 17 3 0
0 7 18 19 20 21 23 24 9 34 30 43 4 2 27 36 10 11 42 5 32 1 49 46 25 41 39 38 37 48 22 44 31 47 28 33 29 35 12 13 14 15 40 26 16 3 17 8 45 6 0
0 35 8 45 6 7 18 19 20 21 23 24 9 34 30 2 4 27 36 10 11 12 13 14 15 40 26 16 17 3 42 43 5 32 1 49 46 25 41 39 38 37 48 22 44 31 47 28 33 29 0
0 42 43 5 32 1 46 25 41 39 38 37 48 22 44 31 47 28 33 29 35 8 45 6 7 18 19 20 21 23 24 9 34 30 2 4 27 36 10 11 12 13 14 15 40 26 16 49 3 17 0
