1 -0.0911736 0
2 -0.0774029 0.0137707
3 -0.0771825 0.00795358
4 -0.0873636 0.0116312
5 -0.101132 0.0164542
6 -0.117223 0.0209622
7 -0.138738 0.0278706
8 -0.141793 0.0243292
9 -0.137739 0.0218359
10 -0.140028 0.0196643
11 -0.136464 0.0181407
12 -0.133194 0.0168799
13 -0.13357 0.0155318
14 -0.138777 0.0152935
15 -0.139401 0.0142511
16 -0.14243 0.0136705
17 -0.139924 0.0130834
18 -0.140564 0.0123517
19 -0.137004 0.0122137
20 -0.134936 0.01177
21 -0.138191 0.011659
22 -0.140917 0.0114458
23 -0.148386 0.0132437
24 -0.146004 0.0129017
25 -0.144798 0.0124335
26 -0.144126 0.0119646
27 -0.144493 0.0115188
28 -0.145979 0.0111988
29 -0.144758 0.0108745
30 -0.145307 0.0105201
31 -0.144447 0.0102113
32 -0.14561 0.00995527
33 -0.147191 0.00977755
34 -0.145585 0.00962066
35 -0.144672 0.00938626
36 -0.144689 0.00912182
37 -0.144117 0.00889026
38 -0.14559 0.00877763
39 -0.144707 0.00859505
40 -0.142768 0.00859896
41 -0.141179 0.00853577
42 -0.142299 0.00840492
43 -0.14291 0.0082299
44 -0.143309 0.00805054
45 -0.144866 0.00802217
46 -0.143584 0.00794983
47 -0.14532 0.00797025
48 -0.144967 0.00781044
49 -0.146462 0.00779414
50 -0.146741 0.00764177
51 -0.145375 0.00761396
52 -0.148089 0.00794385
53 -0.148381 0.00779801
54 -0.148682 0.00765815
55 -0.148991 0.00752399
56 -0.148256 0.00742496
57 -0.150076 0.00751716
58 -0.151025 0.00744715
59 -0.150543 0.00733568
60 -0.150757 0.00721556
61 -0.151032 0.0071016
62 -0.151842 0.00703299
63 -0.151376 0.00693612
64 -0.151142 0.00683089
65 -0.150508 0.00675487
66 -0.150341 0.00665382
67 -0.151359 0.00663228
68 -0.151129 0.00653804
69 -0.151127 0.00644259
70 -0.149961 0.00645601
71 -0.148948 0.00644455
72 -0.150081 0.00645461
73 -0.150666 0.00639246
74 -0.149562 0.00640148
75 -0.149657 0.00631626
76 -0.150277 0.0062633
77 -0.150801 0.0062036
78 -0.149903 0.00618907
79 -0.149406 0.00613039
80 -0.149533 0.00605461
81 -0.148051 0.0061603
82 -0.14766 0.00609724
83 -0.147981 0.00603184
84 -0.148066 0.00596021
85 -0.147769 0.00589712
86 -0.148545 0.00587948
87 -0.148725 0.00581431
88 -0.14885 0.00574921
89 -0.148408 0.00570139
90 -0.148679 0.00564418
91 -0.147917 0.00563351
92 -0.146834 0.00567624
93 -0.147717 0.00568385
94 -0.148389 0.00566306
95 -0.14843 0.00560328
96 -0.148201 0.00554933
97 -0.14886 0.00553123
98 -0.148343 0.00549884
99 -0.148058 0.00545048
100 -0.147815 0.00540115
