0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 15 16 17 18 19 10 21 22 23 24 25 26 27 28 29 30 31 32 33 0
0 7 3 4 5 6 2 8 9 20 11 12 13 14 15 16 17 28 10 19 18 21 22 23 24 25 26 27 29 30 31 32 33 1 0
0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 15 16 17 18 28 22 23 24 25 26 27 32 31 30 29 10 33 19 21 0
0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 16 17 18 28 22 23 24 25 26 15 27 32 31 30 29 10 33 19 21 0
0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 15 24 17 10 29 30 31 32 27 26 25 16 23 22 28 18 33 19 21 0
0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 16 17 18 28 22 23 24 25 15 10 29 30 31 32 26 27 33 19 21 0
0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 16 17 18 28 22 23 24 25 15 10 29 30 26 27 32 31 33 19 21 0
0 1 13 7 3 4 5 6 2 8 9 20 11 12 14 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 20 11 12 14 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 11 12 14 20 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 11 12 14 20 25 26 27 10 29 30 31 32 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 11 12 14 20 25 26 27 10 29 30 31 32 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 11 12 14 20 25 26 27 10 29 30 31 32 33 19 21 15 24 17 16 23 22 28 18 0
0 1 13 7 3 4 5 6 2 8 9 11 12 20 25 26 27 10 29 30 31 32 33 19 21 15 24 17 16 14 23 22 28 18 0
0 18 1 13 7 3 4 5 6 2 8 9 11 12 25 26 27 10 29 20 30 31 32 33 19 21 15 24 17 16 14 23 22 28 0
0 3 4 5 6 2 8 9 20 11 12 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 3 4 5 6 2 8 9 20 11 12 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 3 4 5 6 2 8 9 20 11 12 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 3 4 5 6 2 8 9 20 11 12 25 26 27 32 31 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 1 13 7 3 28 22 23 14 16 17 24 15 21 19 33 32 31 30 20 29 10 27 26 4 5 6 2 8 9 11 12 25 18 0
0 3 28 22 23 14 16 17 24 15 21 19 33 32 31 30 20 29 10 27 26 4 5 6 2 8 9 11 12 25 18 1 13 7 0
0 3 28 22 23 14 16 17 24 15 21 19 33 32 31 30 20 29 10 27 26 4 5 6 2 8 9 11 12 25 18 1 13 7 0
0 3 26 4 5 6 2 8 9 20 11 12 25 32 31 27 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 3 26 4 5 6 2 8 9 20 11 12 25 32 31 27 30 29 10 33 19 21 15 24 17 16 23 22 14 28 1 18 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 21 15 24 17 27 26 4 5 6 8 2 9 11 12 25 18 1 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 21 15 24 17 27 26 4 5 6 8 2 9 11 12 25 18 1 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 21 15 24 17 27 26 4 5 6 8 2 25 12 11 9 18 1 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 15 24 17 27 26 4 5 21 6 8 2 25 12 11 9 18 1 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 15 24 17 27 26 4 5 21 6 8 2 25 12 11 9 18 1 13 7 0
0 3 28 22 23 14 16 10 29 20 30 31 32 33 19 15 24 17 27 26 4 5 21 6 8 2 25 12 11 9 18 1 13 7 0
