5.26841, 0
5.50927, 0.240859
5.61221, 0.173018
5.48222, 0.178508
5.47345, 0.13855
5.4596, 0.113969
5.49811, 0.103734
5.5771, 0.119628
5.60081, 0.108133
5.56701, 0.102451
5.52999, 0.0997918
5.54237, 0.0919337
5.5213, 0.0871503
5.52919, 0.0810703
5.50812, 0.0783589
5.53265, 0.0772939
5.52991, 0.0726569
5.51015, 0.0712943
5.54488, 0.0758583
5.54663, 0.0719868
5.55686, 0.0692319
5.58604, 0.0721737
5.52548, 0.0917832
5.50538, 0.0901442
5.4849, 0.0888552
5.45621, 0.0900637
5.43577, 0.0890395
5.43069, 0.0859509
5.44078, 0.0835449
5.46113, 0.0832384
5.46441, 0.0805753
5.46301, 0.0780292
5.48211, 0.0780024
5.49885, 0.0775022
5.48488, 0.0765403
5.50089, 0.0760861
5.49964, 0.0740117
5.50694, 0.0724061
5.49886, 0.0709862
5.49142, 0.0695873
5.49104, 0.0678699
5.48983, 0.0662452
5.48764, 0.0647235
5.47903, 0.0638191
5.47889, 0.062385
5.49205, 0.0624173
5.50419, 0.0622707
5.50424, 0.0609596
5.49893, 0.0599385
5.49623, 0.0587893
5.50072, 0.0577997
5.49527, 0.0569394
5.49254, 0.0559212
5.49053, 0.0549127
5.48167, 0.054629
5.47888, 0.0537169
5.48124, 0.0528189
5.47845, 0.0519751
5.4684, 0.0520664
5.47778, 0.0520451
5.48246, 0.0513983
5.48719, 0.0507826
5.48699, 0.0499705
5.48839, 0.0492035
5.48796, 0.0484424
5.486, 0.0477432
5.48735, 0.0470445
5.48019, 0.046897
5.4733, 0.0467236
5.46779, 0.0463789
5.48066, 0.0474958
5.48221, 0.0468574
5.48479, 0.0462828
5.48199, 0.0457388
5.48325, 0.0451425
5.47593, 0.0451427
5.46966, 0.0449903
5.4699, 0.0444104
5.47109, 0.0438608
5.46923, 0.0433488
5.47165, 0.0428787
5.4668, 0.0426291
5.46607, 0.0421189
5.46092, 0.0419308
5.45981, 0.0414494
5.46182, 0.0410138
5.46273, 0.0405498
5.45733, 0.0404494
5.45499, 0.0400606
5.46283, 0.0403808
5.47204, 0.0409832
5.47662, 0.0407934
5.48056, 0.0405441
5.48425, 0.0402799
5.47863, 0.0402484
5.4786, 0.039827
5.47515, 0.0395657
5.47322, 0.0392074
5.47813, 0.0391194
5.47459, 0.0388878
5.46795, 0.0390688
5.46679, 0.0387013
5.4618, 0.0386472
5.46729, 0.0386655
5.47111, 0.0384849
5.46625, 0.0384282
5.47616, 0.0393371
5.47009, 0.0394412
5.4663, 0.0392609
5.4722, 0.0393468
5.47554, 0.0391336
5.4783, 0.0388804
5.48062, 0.0386047
5.4811, 0.0382675
5.47516, 0.0383952
5.47614, 0.0380754
5.47166, 0.0380135
5.46942, 0.0377563
5.47893, 0.0386268
5.46959, 0.0394266
5.47364, 0.0393083
5.47411, 0.0389876
5.46993, 0.0388937
5.46864, 0.0386003
5.47012, 0.0383187
5.4661, 0.0382253
5.46386, 0.0379892
5.4623, 0.0377235
5.46083, 0.0374587
5.45955, 0.0371916
5.46445, 0.0372316
5.46314, 0.0369719
5.45965, 0.0368585
5.46141, 0.0366248
5.46174, 0.036354
5.46189, 0.0360859
5.45799, 0.0360325
5.45713, 0.0357809
5.45381, 0.0356775
5.45484, 0.0354368
5.45153, 0.0353401
5.454, 0.0351776
5.45029, 0.035128
5.45023, 0.0348832
5.44836, 0.0346921
5.44919, 0.0344636
5.44846, 0.0342362
5.44561, 0.0341238
5.44408, 0.0339284
5.44324, 0.033712
5.438, 0.0338943
5.43512, 0.033794
5.43595, 0.0335827
5.43536, 0.0333692
5.43058, 0.0334963
5.42869, 0.0333343
5.42892, 0.0331221
5.43072, 0.0329608
5.43194, 0.0327758
5.43356, 0.0326103
5.43274, 0.0324175
5.43567, 0.0323495
5.43425, 0.0321816
5.43781, 0.0321819
5.43905, 0.0320103
5.4385, 0.0318216
5.4405, 0.0316936
5.4423, 0.0315561
5.44238, 0.0313689
5.44388, 0.0312198
5.44206, 0.03109
5.44293, 0.030921
5.44348, 0.0307466
5.44588, 0.0306637
5.44153, 0.0307971
5.44055, 0.0306374
5.44305, 0.0305664
5.44071, 0.0304837
5.44045, 0.0303141
5.44227, 0.0302002
5.44483, 0.0301417
5.44942, 0.0303264
5.45024, 0.0301711
5.45095, 0.0300153
5.44868, 0.029939
5.45028, 0.0298203
5.45016, 0.0296606
5.44872, 0.0295379
5.44471, 0.0296531
5.44228, 0.0295964
5.44251, 0.0294419
5.4407, 0.0293443
5.4415, 0.029203
5.44091, 0.0290582
5.4399, 0.0289264
5.44045, 0.0287836
5.44063, 0.0286377
5.44154, 0.0285071
5.44265, 0.0283853
5.44982, 0.0291383
