11.0509 44.5453
10.2678 41.4427
9.64233 38.7255
9.02494 36.2066
8.39982 33.7416
7.87 31.8868
7.52788 30.3757
7.25547 29.3343
6.98616 28.2869
6.82657 27.5447
6.50474 26.181
6.24188 25.1966
5.95532 24.3076
5.9364 24.0496
5.91725 23.7916
5.6921 22.8495
5.47529 22.0848
5.35262 21.5326
5.20869 20.8633
5.03446 20.2163
4.95397 19.9916
4.93381 19.8488
4.77355 19.2482
4.62918 18.6913
4.46995 17.982
4.31504 17.4317
4.19233 16.8343
4.10102 16.4071
3.96121 15.9502
3.83724 15.4276
3.69383 14.8473
3.59131 14.4763
3.50844 14.1914
3.58005 14.2485
3.51938 13.9518
3.41852 13.5592
3.40418 13.5099
3.2456 12.9526
3.15831 12.682
3.09067 12.5001
2.996 12.1992
2.92157 11.8857
2.8989 11.7618
2.84751 11.5839
2.8755 11.5727
2.82142 11.4
2.78523 11.2668
2.7196 10.9591
2.56643 10.3612
2.4925 10.0044
2.38493 9.52071
2.26398 8.89591
2.18823 8.46606
2.09611 8.09077
1.99248 7.76133
1.91298 7.59184
1.90978 7.55044
1.83057 7.36888
1.79529 7.24344
1.77667 7.1029
1.7484 6.96039
1.7604 6.92888
1.68743 6.74758
1.78774 6.95591
1.7518 6.88096
1.67461 6.66546
1.62807 6.57455
1.62474 6.54597
1.59188 6.42802
1.58965 6.33877
1.52218 6.13802
1.46979 5.97326
1.45889 5.92
1.45839 5.89193
1.43358 5.84216
1.47801 5.91272
1.6118 6.22218
1.54349 6.02136
1.60652 6.15336
1.48382 5.88867
1.46707 5.86716
1.44341 5.83402
1.43846 5.82828
1.41906 5.80973
1.48898 5.90445
1.52137 5.95118
1.54567 6.00344
1.53178 5.97257
1.54442 5.99152
1.56851 6.02984
1.49328 5.89719
1.46936 5.8545
1.47097 5.85847
1.43189 5.81077
1.41635 5.8002
1.41825 5.8018
1.41198 5.79708
1.47936 5.8763
1.45468 5.83604
1.42404 5.79692
1.3986 5.75315
1.42489 5.75533
1.39998 5.70064
1.39452 5.67273
1.37725 5.57861
1.41779 5.55476
1.37641 5.40488
1.31201 5.17461
1.24778 5.0174
1.20536 4.96917
1.22426 4.98347
1.23066 4.98583
1.21155 4.97115
1.20542 4.96918
1.20529 4.96916
1.20529 4.96916
1.20521 4.96868
1.20548 4.96503
1.20341 4.95394
1.20641 4.94842
1.24979 4.98378
1.23392 4.95887
1.22891 4.95315
1.19325 4.89359
1.18648 4.86075
1.17438 4.81395
1.19122 4.79413
1.15412 4.68765
1.12809 4.55648
1.12684 4.51306
1.15705 4.53137
1.13934 4.49823
1.2267 4.67317
1.1277 4.46385
1.13393 4.4743
1.13009 4.46098
1.07296 4.39013
1.08135 4.39494
1.12001 4.43797
1.10468 4.42128
1.15658 4.50248
1.12818 4.4473
1.13529 4.46473
1.1117 4.42357
1.07832 4.39201
1.0944 4.40925
1.16621 4.51141
1.12893 4.45982
1.07921 4.39306
1.06773 4.38252
1.08802 4.38147
1.08847 4.34993
1.0444 4.28102
1.04566 4.27115
1.04681 4.2662
1.05158 4.27069
1.0678 4.28824
1.06083 4.27489
1.06565 4.2788
1.06329 4.28006
1.06642 4.28063
1.09217 4.31126
1.07367 4.28545
1.05923 4.26918
1.05371 4.26534
1.0483 4.26004
1.05419 4.26579
1.09016 4.31107
1.10062 4.32703
1.20521 4.55757
1.1217 4.34796
1.1358 4.37908
1.07513 4.29078
1.04845 4.24393
1.02762 4.21084
1.05184 4.22415
1.02919 4.20463
1.03489 4.20439
1.0412 4.21125
1.03504 4.20638
1.02795 4.20011
1.05086 4.2219
1.0457 4.21558
1.0189 4.19547
1.01777 4.19515
1.0367 4.20743
1.02109 4.19633
1.01754 4.19511
1.02525 4.19874
1.03074 4.20113
1.04165 4.20821
1.04475 4.21249
1.04413 4.21734
1.01784 4.19517
1.03067 4.20062
1.01877 4.19537
1.01876 4.19544
1.02272 4.19662
1.06483 4.23574
1.08214 4.26203
1.02431 4.19754
1.03394 4.20549
1.04077 4.20908
1.04283 4.20903
1.01754 4.19511
1.02214 4.19716
1.05132 4.226
1.05939 4.22805
1.08852 4.27597
1.1622 4.42937
1.13566 4.36911
1.05686 4.22933
1.05509 4.22488
1.08051 4.26474
1.02998 4.20261
1.03491 4.20696
1.0295 4.202
1.01778 4.19515
1.02815 4.20186
1.03297 4.20379
1.03375 4.2041
1.06262 4.24668
1.04364 4.21444
1.06269 4.24152
1.03181 4.20333
1.05927 4.23332
1.06981 4.24995
1.02481 4.19834
1.02008 4.19625
1.02632 4.2007
1.02501 4.19957
1.05168 4.22359
1.09142 4.27194
1.04399 4.21122
1.11268 4.31845
1.11069 4.2994
1.07616 4.25065
1.07352 4.24853
1.03824 4.20762
1.0353 4.2061
1.01754 4.19511
1.02285 4.19725
1.03488 4.20539
1.05118 4.22145
1.04417 4.21305
1.0626 4.23773
1.02795 4.19978
1.01772 4.19514
1.03604 4.20599
1.06007 4.23159
1.06553 4.24135
1.08386 4.27508
1.06974 4.24967
1.02665 4.19918
1.05301 4.22699
1.0771 4.25186
1.04525 4.21225
1.03544 4.20447
1.03146 4.20159
1.06516 4.23965
1.05988 4.23279
1.06795 4.25489
1.06719 4.25725
1.05128 4.22648
1.01754 4.19511
1.01755 4.19512
1.02319 4.19699
1.01756 4.19512
1.02436 4.19856
1.01777 4.19515
1.02832 4.201
1.01761 4.19513
1.03177 4.20291
1.02536 4.19777
1.03158 4.20163
1.05138 4.21999
1.05127 4.22041
1.06115 4.22835
1.14336 4.39109
1.03989 4.20908
1.01754 4.19511
1.01754 4.19511
1.01754 4.19511
1.01754 4.19511
1.01754 4.19511
1.01754 4.19511
1.02867 4.20042
1.02012 4.19578
1.02806 4.2002
1.05707 4.22755
1.0203 4.19581
1.06509 4.23569
1.04471 4.21236
1.0411 4.21156
1.03949 4.20951
1.0458 4.21427
1.01856 4.19535
1.02135 4.19656
1.01754 4.19511
1.02336 4.19796
1.04777 4.21833
1.05885 4.23348
1.03743 4.21328
1.04033 4.21389
1.07379 4.25022
1.04209 4.21173
1.07394 4.25057
1.06181 4.23993
1.03043 4.20235
1.01806 4.19521
1.01763 4.19513
1.02041 4.19587
1.04428 4.21859
1.04743 4.22661
1.06645 4.23982
1.01774 4.19514
1.02178 4.19694
1.01782 4.19516
1.02542 4.19834
1.02069 4.19633
1.01756 4.19512
1.024 4.19825
1.03222 4.20272
1.04966 4.22193
1.0406 4.20998
1.03196 4.20312
1.01831 4.19526
1.02002 4.19588
1.06145 4.23472
1.03354 4.20332
1.04194 4.20929
1.04183 4.20975
1.02598 4.19867
1.02994 4.20133
1.02202 4.19723
1.0246 4.19881
1.02956 4.2025
1.03359 4.20675
1.0332 4.2065
1.02549 4.1986
1.02188 4.19669
1.04892 4.22109
1.05241 4.22703
1.06169 4.24535
1.0424 4.21522
1.03728 4.20596
1.01754 4.19511
1.01807 4.19521
1.02057 4.19588
1.05754 4.2277
1.0272 4.19905
1.02712 4.20062
1.02077 4.19628
1.03618 4.20686
1.03052 4.20101
1.06191 4.23492
1.03576 4.20737
1.01757 4.19512
1.01761 4.19513
1.02535 4.19874
1.02319 4.1979
1.1013 4.30124
1.05998 4.23409
1.03719 4.20613
1.07865 4.25052
1.06684 4.23503
1.04021 4.20978
1.0338 4.20596
1.02384 4.19843
1.02137 4.19653
1.01989 4.19581
1.01932 4.19555
1.0284 4.2022
1.03628 4.2092
1.07905 4.26297
1.0586 4.2296
1.08641 4.27683
1.02987 4.2035
1.04558 4.21476
1.02106 4.1966
1.01973 4.19593
1.02206 4.19735
1.02209 4.19683
1.09019 4.26525
1.05815 4.22919
1.05636 4.22524
1.05339 4.22422
1.05451 4.22697
1.06751 4.23996
1.05162 4.22222
1.06122 4.24091
1.03607 4.20455
1.04046 4.20886
1.01856 4.19535
1.02654 4.19907
1.02638 4.20029
1.05314 4.22586
1.07751 4.27024
1.03505 4.20484
1.02385 4.19808
1.06603 4.24095
1.02203 4.19669
1.02169 4.19672
1.02712 4.19877
1.03604 4.20757
1.03859 4.20933
1.02015 4.19592
1.02097 4.19646
1.04128 4.21243
1.03443 4.20551
1.0579 4.23317
1.04913 4.22301
1.10138 4.28344
1.05503 4.22784
1.07542 4.25817
1.06686 4.23936
1.09666 4.2861
1.08363 4.26875
1.10314 4.29248
1.0895 4.27203
1.06344 4.23198
1.05951 4.22301
1.03731 4.20487
1.02751 4.19951
1.0345 4.20367
1.02584 4.19903
1.04122 4.20975
1.05661 4.23008
1.05235 4.22463
1.03022 4.20243
1.02477 4.19859
1.03224 4.2034
1.03297 4.20282
1.0177 4.19515
1.01756 4.19512
1.02049 4.19628
1.0184 4.19529
1.04412 4.21495
1.01937 4.19566
1.01805 4.19518
1.05078 4.22447
1.03161 4.20229
1.03017 4.20107
1.01854 4.19536
1.043 4.21209
1.07076 4.25168
1.03949 4.20935
1.0448 4.2113
1.02981 4.20137
1.0212 4.19668
1.02079 4.19629
1.02741 4.19987
1.0286 4.20248
1.03951 4.21584
1.06337 4.24261
1.02825 4.20228
1.02528 4.2007
1.02545 4.19991
1.03238 4.20294
1.03159 4.20599
1.0456 4.22215
1.04116 4.20971
1.07481 4.24971
1.05968 4.22627
1.08048 4.25851
1.05686 4.22562
1.05061 4.22278
1.08733 4.27687
1.06986 4.2485
1.11507 4.31578
1.01838 4.19527
1.08211 4.25712
1.03577 4.20639
1.05378 4.22406
1.02362 4.19776
1.0381 4.20716
1.01978 4.19579
1.04671 4.2167
1.08094 4.269
1.16073 4.43296
1.05693 4.2242
1.0196 4.19571
1.03029 4.20155
1.0209 4.19608
1.01944 4.19571
1.05364 4.22272
1.02948 4.20162
1.0219 4.1968
1.02464 4.19831
1.02504 4.19897
1.01899 4.19558
1.01754 4.19511
1.02084 4.19577
1.03303 4.20442
1.02564 4.19788
1.03644 4.20542
1.03456 4.20671
1.029 4.20124
1.01842 4.1953
1.02688 4.19986
1.02366 4.19717
1.10233 4.28995
1.08854 4.28338
1.06476 4.24571
1.04829 4.22225
1.02049 4.1965
1.03677 4.20833
1.02081 4.19633
1.01759 4.19512
1.05959 4.22991
1.02893 4.20102
1.01885 4.19542
1.02616 4.19891
1.05078 4.22195
1.03303 4.20238
1.0287 4.20145
1.02178 4.19662
1.01843 4.19529
1.02179 4.19662
1.03686 4.20653
1.02451 4.19825
1.0182 4.19523
1.01754 4.19511
1.01781 4.19516
1.01754 4.19511
1.02016 4.19628
1.02454 4.19925
1.02736 4.20046
1.04034 4.21466
1.02921 4.20248
1.03414 4.20814
1.0268 4.20032
1.01868 4.1957
1.0335 4.20452
1.02044 4.1963
1.01788 4.19516
1.01768 4.19515
1.02099 4.19684
1.01754 4.19511
1.02056 4.19624
1.02891 4.20122
1.05136 4.22064
1.10615 4.30317
1.07043 4.25101
1.09026 4.27058
1.11696 4.33368
1.07303 4.24735
1.05245 4.22274
1.05631 4.22886
1.05933 4.23046
1.03148 4.20196
1.06263 4.23652
1.08078 4.2516
1.01814 4.19522
1.01756 4.19512
1.0355 4.20528
1.02426 4.19782
1.02125 4.19635
1.01754 4.19511
1.02732 4.19909
1.0648 4.24045
1.0656 4.2442
1.03753 4.20996
1.04322 4.21373
1.02959 4.20075
1.02264 4.19781
1.06916 4.24684
1.09205 4.28731
1.06465 4.23445
1.07123 4.24818
1.0705 4.24672
1.04744 4.21884
1.03483 4.20797
1.02622 4.19917
1.03032 4.20212
1.01761 4.19513
1.03231 4.20061
1.01754 4.19511
1.0188 4.1954
1.02015 4.19585
1.01983 4.19583
1.028 4.20104
1.0227 4.19707
1.01859 4.19557
1.04979 4.22313
1.04343 4.21691
1.02107 4.19611
1.01974 4.19557
1.04406 4.21226
1.01884 4.19536
1.02014 4.19599
1.03146 4.20505
1.02013 4.19585
1.05883 4.23046
1.05026 4.22512
1.03102 4.20118
1.046 4.21444
1.02497 4.19803
1.08573 4.26611
1.03237 4.20322
1.04269 4.21001
1.04161 4.20968
1.07753 4.27025
1.04317 4.21328
1.10287 4.28297
1.10243 4.3026
1.12248 4.35146
1.0888 4.27279
1.05036 4.21924
1.03699 4.21034
1.02092 4.19678
1.05114 4.22699
1.01951 4.19591
1.06203 4.24445
1.07489 4.27018
1.03651 4.20975
1.03168 4.20265
1.03315 4.20292
1.0453 4.21138
1.07261 4.24715
1.03547 4.20404
1.02817 4.19938
1.01808 4.19528
1.01995 4.19596
1.02046 4.19608
1.05926 4.23076
1.06288 4.2413
1.07405 4.26164
1.09793 4.28431
1.02 4.19634
1.02141 4.19645
1.01831 4.19527
1.02073 4.19654
1.01754 4.19511
1.02908 4.19964
1.04916 4.2185
1.04044 4.21119
1.06691 4.23386
1.06509 4.23955
1.05692 4.23015
1.0911 4.27587
1.09786 4.29005
1.08593 4.26241
1.08441 4.25889
1.05443 4.22683
1.04133 4.21138
1.05895 4.23146
1.02271 4.19668
1.01754 4.19511
1.02445 4.19756
1.0215 4.19614
1.02012 4.19573
1.01929 4.19547
1.02603 4.1989
1.02424 4.19875
1.02679 4.20003
1.09101 4.26959
1.04303 4.20948
1.03815 4.20737
1.08132 4.26739
1.06469 4.23251
1.06419 4.23547
1.03545 4.20463
1.02392 4.19716
1.01953 4.19564
1.01845 4.19526
1.02441 4.19771
1.05319 4.22381
1.03285 4.20441
1.02853 4.1995
1.03357 4.20292
1.04273 4.21078
1.03883 4.20689
1.06545 4.24002
1.07397 4.23892
1.06087 4.22893
1.04245 4.21266
1.04179 4.21008
1.04733 4.21724
1.0245 4.19787
1.01819 4.19526
1.05184 4.2203
1.04232 4.20929
1.06128 4.22745
1.0534 4.2177
1.04232 4.20826
1.0606 4.23164
1.0276 4.19939
1.02134 4.19637
1.06571 4.23867
1.04524 4.21386
1.05998 4.23021
1.04661 4.21768
1.04615 4.21753
1.08141 4.26159
1.02599 4.19912
1.02626 4.19905
1.02153 4.1967
1.02371 4.1986
1.02948 4.20258
1.03632 4.20747
1.02949 4.20275
1.04102 4.21283
1.03039 4.2023
1.02899 4.20024
1.0447 4.21137
1.01901 4.19561
1.01754 4.19511
1.01754 4.19511
1.01754 4.19511
1.02891 4.20146
1.0217 4.19697
1.02406 4.19773
1.01754 4.19511
1.02951 4.20117
1.01777 4.19517
1.02103 4.19625
1.02081 4.19609
1.01754 4.19511
1.03508 4.20653
1.02922 4.20081
1.03547 4.20556
1.06394 4.23889
1.0691 4.24992
1.05932 4.23454
1.0889 4.26176
1.04212 4.2144
1.06394 4.24087
1.05963 4.22893
1.05931 4.22817
1.04901 4.21722
1.05453 4.22355
1.06309 4.2361
1.05145 4.22093
1.04994 4.22197
1.04654 4.21806
1.02491 4.19837
1.08735 4.26516
1.0716 4.2429
1.04953 4.22034
1.04118 4.21236
1.02022 4.19626
1.01913 4.19563
1.01847 4.19537
1.03538 4.20535
1.05461 4.22899
1.0719 4.2493
1.09944 4.2774
1.04994 4.21672
1.0743 4.24389
1.10726 4.29331
1.06692 4.2362
1.04955 4.21509
1.02856 4.20152
1.04634 4.21529
1.02152 4.19709
1.01789 4.1952
1.05034 4.22083
1.02675 4.19942
1.01934 4.19584
1.01783 4.19517
1.01787 4.19517
1.01754 4.19511
1.02035 4.19607
1.02707 4.20032
1.04392 4.21248
1.03999 4.20888
1.03382 4.20467
1.02598 4.20032
1.02894 4.20357
1.06158 4.24691
1.02359 4.19819
1.05316 4.22712
