           1     1.16307     1.16307           0
           2     1.19185     1.17746    0.010178
           3     1.17233     1.17575  0.00692775
           4      1.1946     1.18046  0.00660704
           5     1.21457     1.18728  0.00807256
           6     1.19206     1.18808  0.00676624
           7     1.19325     1.18882  0.00583974
           8      1.1567      1.1848  0.00634149
           9     1.19703     1.18616  0.00578051
          10     1.17887     1.18543   0.0052483
          11     1.19505     1.18631  0.00484351
          12     1.18586     1.18627  0.00444003
          13     1.16777     1.18485  0.00432047
          14     1.17121     1.18387  0.00412016
          15     1.18668     1.18406  0.00384975
          16     1.21123     1.18576  0.00396611
          17     1.21808     1.18766  0.00416377
          18     1.23337      1.1902  0.00464282
          19     1.19611     1.19051  0.00440885
          20     1.23125     1.19255  0.00463526
          21     1.20955     1.19336  0.00448468
          22     1.21211     1.19421  0.00436113
          23     1.22127     1.19539  0.00432736
          24     1.21856     1.19635  0.00425345
          25     1.23276     1.19781  0.00432544
          26     1.23452     1.19922  0.00438344
          27     1.19677     1.19913  0.00422203
          28      1.2341     1.20038  0.00425197
          29      1.2415      1.2018  0.00433539
          30     1.23077     1.20276  0.00429713
          31     1.20745     1.20291  0.00416118
          32     1.19588     1.20269  0.00403694
          33     1.18908     1.20228  0.00393562
          34     1.16809     1.20128  0.00394624
          35     1.16861     1.20034  0.00394229
          36     1.16172     1.19927   0.0039761
          37     1.16195     1.19826  0.00399455
          38     1.19421     1.19815  0.00389085
          39     1.20249     1.19827  0.00379267
          40     1.22551     1.19895  0.00375853
          41     1.20998     1.19922  0.00367648
          42     1.19253     1.19906  0.00359239
          43     1.21127     1.19934  0.00352005
          44     1.20622      1.1995  0.00344352
          45      1.1909     1.19931  0.00337229
          46     1.18098     1.19891  0.00332243
          47     1.17238     1.19834  0.00329933
          48     1.21139     1.19861  0.00324177
          49     1.21703     1.19899  0.00319733
          50     1.19225     1.19886  0.00313622
          51     1.21132      1.1991  0.00308423
          52     1.18718     1.19887  0.00303343
          53     1.24577     1.19976  0.00310256
          54     1.23544     1.20042  0.00311468
          55     1.21678     1.20071  0.00307222
          56     1.20637     1.20081  0.00301901
          57     1.17782     1.20041  0.00299287
          58     1.19966      1.2004   0.0029413
          59     1.19794     1.20036  0.00289174
          60     1.20322      1.2004  0.00284394
          61     1.18591     1.20017  0.00280723
          62     1.19441     1.20007  0.00276349
          63     1.18904      1.1999  0.00272517
          64     1.17619     1.19953  0.00270765
          65     1.18038     1.19923  0.00268197
          66     1.18746     1.19906  0.00264725
          67     1.20145     1.19909  0.00260799
          68     1.17104     1.19868  0.00260206
          69     1.18317     1.19845  0.00257404
          70     1.20115     1.19849  0.00253755
          71     1.23012     1.19894  0.00254061
          72     1.19003     1.19881  0.00250833
          73     1.17593      1.1985  0.00249348
          74      1.2262     1.19888  0.00248772
          75     1.19503     1.19882  0.00245508
          76     1.20176     1.19886  0.00242308
          77     1.17728     1.19858  0.00240777
          78      1.1676     1.19819  0.00240943
          79     1.17177     1.19785  0.00240203
          80     1.17988     1.19763  0.00238248
          81     1.17996     1.19741  0.00236303
          82     1.20548     1.19751  0.00233626
          83     1.20385     1.19758  0.00230936
          84     1.19591     1.19756  0.00228196
          85     1.21043     1.19771  0.00226012
          86     1.21656     1.19793  0.00224444
          87     1.21089     1.19808  0.00222357
          88     1.20184     1.19812  0.00219872
          89     1.21865     1.19836  0.00218607
          90     1.21199     1.19851  0.00216703
          91     1.21765     1.19872   0.0021534
          92     1.20854     1.19882  0.00213263
          93     1.19801     1.19882  0.00210972
          94     1.17344     1.19855  0.00210447
          95     1.17106     1.19826  0.00210211
          96     1.17904     1.19806  0.00208972
          97     1.17937     1.19786  0.00207704
          98     1.16694     1.19755  0.00207968
          99     1.19585     1.19753  0.00205875
         100     1.20024     1.19756  0.00203834
