           1      1.7446      1.7446           0
           2     1.78778     1.76619    0.015267
           3     1.75849     1.76362   0.0103916
           4      1.7919     1.77069  0.00991056
           5     1.82186     1.78093   0.0121088
           6     1.78809     1.78212   0.0101494
           7     1.78987     1.78323  0.00875961
           8     1.73505      1.7772  0.00951224
           9     1.79554     1.77924  0.00867077
          10      1.7683     1.77815  0.00787244
          11     1.79258     1.77946  0.00726527
          12     1.77879      1.7794  0.00666004
          13     1.75166     1.77727   0.0064807
          14     1.75682     1.77581  0.00618024
          15     1.78003     1.77609  0.00577462
          16     1.81685     1.77864  0.00594916
          17     1.82713     1.78149  0.00624566
          18     1.85006      1.7853  0.00696422
          19     1.79416     1.78576  0.00661328
          20     1.84688     1.78882  0.00695289
          21     1.81432     1.79004  0.00672703
          22     1.81817     1.79131   0.0065417
          23     1.83191     1.79308  0.00649104
          24     1.82785     1.79453  0.00638017
          25     1.84914     1.79671  0.00648816
          26     1.85177     1.79883  0.00657516
          27     1.79515     1.79869  0.00633304
          28     1.85115     1.80057  0.00637796
          29     1.86225     1.80269  0.00650308
          30     1.84616     1.80414   0.0064457
          31     1.81118     1.80437  0.00624177
          32     1.79382     1.80404  0.00605541
          33     1.78362     1.80342  0.00590343
          34     1.75214     1.80191  0.00591936
          35     1.75292     1.80051  0.00591343
          36     1.74258      1.7989  0.00596415
          37     1.74292     1.79739  0.00599183
          38     1.79132     1.79723  0.00583628
          39     1.80373      1.7974  0.00568901
          40     1.83827     1.79842  0.00563779
          41     1.81498     1.79882  0.00551472
          42      1.7888     1.79858  0.00538859
          43      1.8169     1.79901  0.00528008
          44     1.80932     1.79925  0.00516528
          45     1.78635     1.79896  0.00505843
          46     1.77147     1.79836  0.00498365
          47     1.75857     1.79751    0.004949
          48     1.81708     1.79792  0.00486266
          49     1.82555     1.79849  0.00479599
          50     1.78837     1.79828  0.00470434
          51     1.81698     1.79865  0.00462635
          52     1.78077     1.79831  0.00455014
          53     1.86865     1.79963  0.00465384
          54     1.85316     1.80062  0.00467202
          55     1.82516     1.80107  0.00460832
          56     1.80955     1.80122  0.00452852
          57     1.76674     1.80062  0.00448931
          58      1.7995      1.8006  0.00441195
          59     1.79692     1.80054  0.00433761
          60     1.80483     1.80061  0.00426591
          61     1.77886     1.80025  0.00421084
          62     1.79161     1.80011  0.00414523
          63     1.78356     1.79985  0.00408775
          64     1.76428     1.79929  0.00406147
          65     1.77057     1.79885  0.00402295
          66     1.78119     1.79858  0.00397088
          67     1.80218     1.79864  0.00391198
          68     1.75656     1.79802  0.00390309
          69     1.77475     1.79768  0.00386106
          70     1.80172     1.79774  0.00380633
          71     1.84518     1.79841  0.00381091
          72     1.78505     1.79822  0.00376249
          73     1.76389     1.79775  0.00374023
          74      1.8393     1.79831  0.00373158
          75     1.79254     1.79824  0.00368262
          76     1.80264     1.79829  0.00363462
          77     1.76592     1.79787  0.00361165
          78     1.75141     1.79728  0.00361415
          79     1.75765     1.79678  0.00360304
          80     1.76982     1.79644  0.00357373
          81     1.76995     1.79611  0.00354454
          82     1.80823     1.79626  0.00350439
          83     1.80577     1.79637  0.00346404
          84     1.79387     1.79634  0.00342293
          85     1.81564     1.79657  0.00339018
          86     1.82484      1.7969  0.00336665
          87     1.81633     1.79712  0.00333536
          88     1.80276     1.79719  0.00329807
          89     1.82798     1.79753  0.00327911
          90     1.81799     1.79776  0.00325054
          91     1.82647     1.79808  0.00323009
          92     1.81281     1.79824  0.00319895
          93     1.79701     1.79822  0.00316458
          94     1.76017     1.79782  0.00315671
          95     1.75659     1.79738  0.00315317
          96     1.76856     1.79708  0.00313458
          97     1.76905      1.7968  0.00311556
          98     1.75041     1.79632  0.00311952
          99     1.79378      1.7963  0.00308812
         100     1.80036     1.79634   0.0030575
