           1 4.49296 4.49296 0
           2 4.53116 4.51206 0.0135078
           3 4.45968 4.4946 0.0168621
           4 4.57293 4.51418 0.0211545
           5 4.45783 4.50291 0.0196981
           6 4.42749 4.49034 0.0200283
           7 4.53733 4.49705 0.0182574
           8 4.4296 4.48862 0.0178162
           9 4.39518 4.47824 0.0186178
          10 4.4799 4.4784 0.0167568
          11 4.49069 4.47952 0.0152706
          12 4.53367 4.48403 0.0146496
          13 4.39541 4.47722 0.0150255
          14 4.4795 4.47738 0.0139531
          15 4.51966 4.4802 0.0133046
          16 4.52097 4.48275 0.0127148
          17 4.46988 4.48199 0.0119894
          18 4.50108 4.48305 0.0113701
          19 4.43982 4.48077 0.010997
          20 4.47761 4.48062 0.0104483
          21 4.54854 4.48385 0.0104394
          22 4.42894 4.48136 0.0102589
          23 4.53095 4.48351 0.010037
          24 4.42212 4.48095 0.0099394
          25 4.58901 4.48528 0.0104394
          26 4.4346 4.48333 0.0102182
          27 4.45438 4.48226 0.00989586
          28 4.50165 4.48295 0.00956665
          29 4.60228 4.48706 0.010083
          30 4.33768 4.48208 0.0109073
          31 4.69854 4.48907 0.0125936
          32 4.39949 4.48627 0.0125073
          33 4.50672 4.48689 0.0121436
          34 4.3353 4.48243 0.0125783
          35 4.62299 4.48644 0.0128441
          36 4.3468 4.48257 0.01306
          37 4.72174 4.48903 0.0142171
          38 4.37594 4.48605 0.014151
          39 4.49668 4.48633 0.0137908
          40 4.46408 4.48577 0.0134572
          41 4.50392 4.48621 0.0131363
          42 4.49764 4.48648 0.0128263
          43 4.51658 4.48718 0.0125471
          44 4.54068 4.4884 0.0123207
          45 4.31875 4.48463 0.0126105
          46 4.62181 4.48761 0.0126841
          47 4.36058 4.48491 0.0126989
          48 4.46945 4.48459 0.0124384
          49 4.49569 4.48481 0.0121867
          50 4.55213 4.48616 0.0120171
          51 4.36074 4.4837 0.0120304
          52 4.53089 4.48461 0.0118333
          53 4.52539 4.48538 0.011635
          54 4.51981 4.48602 0.011437
          55 4.40086 4.48447 0.0113334
          56 4.54489 4.48555 0.0111822
          57 4.49116 4.48564 0.0109865
          58 4.42753 4.48464 0.0108427
          59 4.40971 4.48337 0.010733
          60 4.56756 4.48478 0.0106454
          61 4.39048 4.48323 0.0105826
          62 4.48194 4.48321 0.0104119
          63 4.60339 4.48512 0.0104199
          64 4.41797 4.48407 0.0103098
          65 4.47807 4.48398 0.0101516
          66 4.48572 4.484 0.00999783
          67 4.48666 4.48404 0.00984869
          68 4.42215 4.48313 0.00974582
          69 4.50697 4.48348 0.0096107
          70 4.64138 4.48573 0.00973452
          71 4.30317 4.48316 0.00993122
          72 4.60275 4.48482 0.00993121
          73 4.41108 4.48381 0.00984641
          74 4.4942 4.48395 0.00971435
          75 4.4301 4.48323 0.00961133
          76 4.60897 4.48489 0.00962619
          77 4.37051 4.4834 0.0096151
          78 4.48583 4.48343 0.00949188
          79 4.56963 4.48453 0.00943424
          80 4.47426 4.4844 0.00931718
          81 4.37357 4.48303 0.00930208
          82 4.57447 4.48414 0.00925523
          83 4.47953 4.48409 0.00914389
          84 4.51003 4.4844 0.00904025
          85 4.46297 4.48415 0.00893741
          86 4.52063 4.48457 0.00884355
          87 4.42312 4.48386 0.00877006
          88 4.60818 4.48528 0.00878344
          89 4.47239 4.48513 0.00868594
          90 4.41454 4.48435 0.00862477
          91 4.51827 4.48472 0.00853805
          92 4.51426 4.48504 0.00845128
          93 4.40388 4.48417 0.00840534
          94 4.5689 4.48507 0.00836411
          95 4.44386 4.48464 0.00828731
          96 4.5361 4.48517 0.00821831
          97 4.37521 4.48404 0.0082114
          98 4.61773 4.4854 0.00824015
          99 4.3318 4.48385 0.0083017
         100 4.57405 4.48475 0.00826754
